baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
50446.51024283835	3.0521347460455894	0.17390972331091867	17.550109838245977	5.936510137769527e-69	1.3594608215492218e-66	ENSG00000142192
6993.246979643309	3.3046786024271784	0.19275803056860305	17.144181192757287	6.947054694409137e-66	7.954377625098462e-64	ENSG00000142168
13261.221578863746	2.944655340418836	0.19659665170131366	14.97815611271247	1.0200802935970969e-50	7.786612907791173e-49	ENSG00000154639
4452.6322200090135	2.9904353705433304	0.22746514928897427	13.146784814689338	1.7756564595161366e-39	1.0165633230729883e-37	ENSG00000160307
13363.082216339191	3.07863863068416	0.2400104595644915	12.827101936600897	1.1560820122520521e-37	5.2948556161143983e-36	ENSG00000159128
3596.100457104671	-1.0764492098332303	0.20203625894941743	-5.32800010963742	9.930006424918499e-8	3.789952452177227e-6	ENSG00000198743
259.21544943101543	-1.1223139264688702	0.3809038491371976	-2.9464494228952365	0.003214449825180387	0.10515842999518694	ENSG00000206107
3060.944957063219	-0.49972935290873677	0.19279111480472455	-2.592076680582016	0.009539850556440816	0.27307822217811833	ENSG00000159261
281.54184935761936	0.9952253426365097	0.4002278044594754	2.4866471832975314	0.012895321565555602	0.29197310880259897	ENSG00000198390
217.34019136606003	-0.9589080953348501	0.3890706329999651	-2.464611857083894	0.0137161743865205	0.29197310880259897	ENSG00000160182
991.617812154574	0.6312160578242084	0.2585069109695067	2.44177633571532	0.014615198264046739	0.29197310880259897	ENSG00000160207
3641.236069602122	0.47385923400259355	0.19648820664911795	2.4116421137111574	0.015880861457965495	0.29197310880259897	ENSG00000156253
1859.9095113579142	-0.6742900143017717	0.2814226978613065	-2.396004371452945	0.01657489263944885	0.29197310880259897	ENSG00000160188
1179.6396896141025	-0.5689864239856822	0.24038948186358508	-2.3669356062282607	0.017936053199680103	0.2933825844804817	ENSG00000215454
3184.8021727262253	-0.42266404626366455	0.19099070234176432	-2.213008492462304	0.02689706015878435	0.40891950595621374	ENSG00000160208
1155.1266612835902	-0.49795867077661826	0.23116833041570795	-2.1540955453592785	0.03123267981955646	0.40891950595621374	ENSG00000276076
8712.415802016318	0.4712865347775703	0.21892763980089824	2.1527045886311003	0.03134190264867332	0.40891950595621374	ENSG00000160294
585.9521203810111	0.7074395508173861	0.3318320145341078	2.1319207304654775	0.033013363693998626	0.40891950595621374	ENSG00000188694
3799.648387974387	0.47049923011966033	0.22183644029716973	2.1209285070089683	0.03392781927147625	0.40891950595621374	ENSG00000156239
226.84298935567384	0.8606110442953342	0.42342464910720656	2.03250105091883	0.04210295749798834	0.4820788633519665	ENSG00000186970
134.67161705690592	-0.8797398391187855	0.44830894991548165	-1.9623517203585612	0.04972154955672267	0.5344356903887982	ENSG00000206102
3491.661036233271	-0.4022131487916179	0.20641130576513794	-1.9486003797159746	0.05134316676224263	0.5344356903887982	ENSG00000157557
1092.7542376085712	0.4441834834601004	0.23218346843839627	1.9130711003998664	0.05573895086205723	0.5388914193737174	ENSG00000285815
383.14495816989535	-0.5825753853958135	0.30839657105951707	-1.8890462478046912	0.058885631996064836	0.5388914193737174	ENSG00000188155
8621.894586491948	-0.37127153310792216	0.1966721628829568	-1.8877685975766312	0.05905702264288573	0.5388914193737174	ENSG00000160285
3293.1571700516574	-0.3541722099980287	0.1931094175788022	-1.8340493925082735	0.06664666262155738	0.5388914193737174	ENSG00000273590
195.5766144830033	0.7179657830200248	0.3925752241137166	1.8288616777610318	0.06742033241524395	0.5388914193737174	ENSG00000221864
292.2789894386716	-0.6991340726999795	0.38234414409671597	-1.8285465685676354	0.06746756332266224	0.5388914193737174	ENSG00000274749
1363.1674665379608	-0.4888015472427493	0.2680725166817718	-1.8233929881853739	0.06824389153640964	0.5388914193737174	ENSG00000166265
2628.281799899904	0.5020774583341117	0.2846661559501807	1.7637413083344549	0.07777554295660127	0.5936866445687231	ENSG00000154736
845.9275625556314	0.4423870461932281	0.26124802373782346	1.6933603548985598	0.09038689629215974	0.6565973251424112	ENSG00000183036
4146.298861066646	-0.27788752183199106	0.16479815527215402	-1.686229565938265	0.0917515912862758	0.6565973251424112	ENSG00000154721
3005.4784781018716	-0.3549884839534284	0.21913776016900735	-1.619932975857962	0.10524667529022923	0.7135317468117924	ENSG00000142149
1444.961621077847	-0.3445144083734234	0.21465091551668802	-1.6049985509921534	0.10849412355718159	0.7135317468117924	ENSG00000183067
8405.005676823537	0.26675149577650664	0.1670618150156278	1.596723319159159	0.11032739524206185	0.7135317468117924	ENSG00000159131
1059.3296034428743	-0.422993363877969	0.2662830000055985	-1.588510584111925	0.11217092962980144	0.7135317468117924	ENSG00000160284
128.90947647094325	-0.7732776184367982	0.4946148034981372	-1.563393600369081	0.11796004448902603	0.7300770321077558	ENSG00000232263
252.63311959719354	0.5866540240942854	0.37941972995405987	1.5461874483051194	0.12205930396449138	0.7328810078115727	ENSG00000274559
1311.4502599010166	0.41391374069389403	0.26967207693176365	1.534878009630298	0.12481379609018052	0.7328810078115727	ENSG00000205929
1602.7397646136521	-0.4021060312891744	0.2655131002414836	-1.5144489327398905	0.12991201657477985	0.7437462948906146	ENSG00000142182
1492.1995130917956	-0.30063572698426855	0.20226092207041632	-1.486375736384725	0.13717976401506007	0.7661991697426526	ENSG00000275993
6820.295554114113	0.2674223934671412	0.18300623575619357	1.4612747612786778	0.143940053281735	0.7848160047980314	ENSG00000183778
1505.2174277888487	0.2799956508593451	0.1945334559119488	1.4393187513518437	0.15006023244301528	0.7991579820802441	ENSG00000160202
